Ensembl Gene ID	Associated Gene Name	Gene Biotype
ENSMUSG00000085354	Gm2044	lincRNA
ENSMUSG00000080812	Gm13526	pseudogene
ENSMUSG00000081445	Rpl23a-ps4	pseudogene
ENSMUSG00000096150	Ighv1-85	IG_LV_gene
ENSMUSG00000029620	1700018F24Rik	protein_coding
ENSMUSG00000073972	Olfr553	protein_coding
ENSMUSG00000094745	Olfr954	protein_coding
ENSMUSG00000086396	4930555B11Rik	processed_transcript
ENSMUSG00000031758	Cdyl2	protein_coding
ENSMUSG00000047434	Xxylt1	protein_coding
ENSMUSG00000084302	Gm12194	pseudogene
ENSMUSG00000073973	Olfr552	protein_coding
ENSMUSG00000074783	AU019990	lincRNA
ENSMUSG00000086742	Gm16201	processed_transcript
ENSMUSG00000094940	Ighv1-84	IG_LV_gene
ENSMUSG00000084938	BB557941	processed_transcript
ENSMUSG00000031443	F7	protein_coding
ENSMUSG00000021072	Tmx1	protein_coding
ENSMUSG00000096466	Ighv1-83	protein_coding
ENSMUSG00000056777	Rpl21-ps13	pseudogene
ENSMUSG00000096768	Erdr1	protein_coding
ENSMUSG00000082578	Gm13527	pseudogene
ENSMUSG00000073974	Olfr551	protein_coding
ENSMUSG00000082004	Gm13519	pseudogene
ENSMUSG00000049848	Ceacam19	protein_coding
ENSMUSG00000083626	Gm4459	pseudogene
ENSMUSG00000061707	Gm4871	protein_coding
ENSMUSG00000081934	Gm12193	pseudogene
ENSMUSG00000046546	Fam43a	protein_coding
ENSMUSG00000073975	Olfr550	protein_coding
ENSMUSG00000030243	Recql	protein_coding
ENSMUSG00000098199	Gm9358	pseudogene
ENSMUSG00000082142	Gm13518	pseudogene
ENSMUSG00000081570	Gm12192	pseudogene
ENSMUSG00000086379	1700026D11Rik	antisense
ENSMUSG00000083061	Gm12191	pseudogene
ENSMUSG00000049721	Gal3st1	protein_coding
ENSMUSG00000098031	Gm9341	pseudogene
ENSMUSG00000095134	Gm21857	protein_coding
ENSMUSG00000086250	Gm14095	lincRNA
ENSMUSG00000081791	Gm12190	pseudogene
ENSMUSG00000095392	Gm7350	pseudogene
ENSMUSG00000095366	Gm21860	protein_coding
ENSMUSG00000014686	Ceacam16	protein_coding
ENSMUSG00000050066	A130023I24Rik	sense_intronic
ENSMUSG00000027345	4921508D12Rik	lincRNA
ENSMUSG00000096178	Gm20837	protein_coding
ENSMUSG00000026676	Ccdc3	protein_coding
ENSMUSG00000095127	Ighv1-82	IG_LV_gene
ENSMUSG00000087377	AV099323	antisense
ENSMUSG00000081431	Gm15483	pseudogene
ENSMUSG00000095099	Gm21803	protein_coding
ENSMUSG00000029062	Cdk11b	protein_coding
ENSMUSG00000033740	St18	protein_coding
ENSMUSG00000030966	Trim21	protein_coding
ENSMUSG00000085663	Gm15718	antisense
ENSMUSG00000069890	1700024J04Rik	pseudogene
ENSMUSG00000046139	Patl1	protein_coding
ENSMUSG00000086756	Gm14051	antisense
ENSMUSG00000094375	Gm21838	protein_coding
ENSMUSG00000092216	Gm19345	protein_coding
ENSMUSG00000094689	Ighv1-81	IG_LV_gene
ENSMUSG00000087348	Gm15582	antisense
ENSMUSG00000095800	Gm21720	protein_coding
ENSMUSG00000091060	7420461P10Rik	protein_coding
ENSMUSG00000084278	Gm12189	pseudogene
ENSMUSG00000036356	Csgalnact1	protein_coding
ENSMUSG00000094075	Ighv1-80	IG_LV_gene
ENSMUSG00000087657	Gm16764	antisense
ENSMUSG00000094909	Gm21287	protein_coding
ENSMUSG00000060878	Olfr1420	protein_coding
ENSMUSG00000078612	1700024P16Rik	protein_coding
ENSMUSG00000073977	Olfr549	protein_coding
ENSMUSG00000093881	Gm21792	protein_coding
ENSMUSG00000086814	Gm15677	antisense
ENSMUSG00000067545	Olfr1419	protein_coding
ENSMUSG00000026697	Myoc	protein_coding
ENSMUSG00000073978	Olfr548-ps1	protein_coding
ENSMUSG00000094459	Gm21777	protein_coding
ENSMUSG00000020064	Herc4	protein_coding
ENSMUSG00000001052	Sec24b	protein_coding
ENSMUSG00000086108	Gm5602	processed_transcript
ENSMUSG00000060556	Olfr1418	protein_coding
ENSMUSG00000095083	Gm21813	protein_coding
ENSMUSG00000073979	Olfr547	protein_coding
ENSMUSG00000082988	Gm5903	pseudogene
ENSMUSG00000028240	Cyp7a1	protein_coding
ENSMUSG00000094399	Gm21477	protein_coding
ENSMUSG00000081339	Gm16044	pseudogene
ENSMUSG00000048292	Olfr1417	protein_coding
ENSMUSG00000044824	Olfr545	protein_coding
ENSMUSG00000023953	Polh	protein_coding
ENSMUSG00000084964	Gm15503	sense_intronic
ENSMUSG00000094716	Gm21752	protein_coding
ENSMUSG00000032000	Birc3	protein_coding
ENSMUSG00000087530	Gm15533	antisense
ENSMUSG00000096625	Gm21470	protein_coding
ENSMUSG00000043925	Olfr544	protein_coding
ENSMUSG00000020884	Asgr1	protein_coding
ENSMUSG00000029486	Mrpl1	protein_coding
ENSMUSG00000067848	4933402N22Rik	protein_coding
ENSMUSG00000086502	B130055M24Rik	processed_transcript
ENSMUSG00000094761	Gm21462	protein_coding
ENSMUSG00000044814	Olfr543	protein_coding
ENSMUSG00000053175	Bcl3	protein_coding
ENSMUSG00000034467	Dynlrb2	protein_coding
ENSMUSG00000020048	Hsp90b1	protein_coding
ENSMUSG00000080959	Gm2003	pseudogene
ENSMUSG00000074184	Smt3h2-ps2	pseudogene
ENSMUSG00000095303	Gm21796	protein_coding
ENSMUSG00000081376	Gm11694	pseudogene
ENSMUSG00000073823	Gm10586	pseudogene
ENSMUSG00000045391	1700120B22Rik	protein_coding
ENSMUSG00000095386	Gm17662	protein_coding
ENSMUSG00000085651	Gm11695	antisense
ENSMUSG00000094744	Gm20860	protein_coding
ENSMUSG00000085072	C920011F04Rik	antisense
ENSMUSG00000095838	Gm20861	protein_coding
ENSMUSG00000095334	Gm21984	processed_transcript
ENSMUSG00000006930	Hap1	protein_coding
ENSMUSG00000083677	Gm11699	pseudogene
ENSMUSG00000043300	B3galnt1	protein_coding
ENSMUSG00000039963	Ccdc40	protein_coding
ENSMUSG00000093768	Gm20650	processed_transcript
ENSMUSG00000026672	Optn	protein_coding
ENSMUSG00000083237	Gm11698	pseudogene
ENSMUSG00000073682	Gm10563	protein_coding
ENSMUSG00000054423	Cadps	protein_coding
ENSMUSG00000094418	Gm21862	protein_coding
ENSMUSG00000055435	Maf	protein_coding
ENSMUSG00000049742	C330006D17Rik	protein_coding
ENSMUSG00000083769	Gm11689	pseudogene
ENSMUSG00000085583	Gm15676	antisense
ENSMUSG00000095443	Gm21435	protein_coding
ENSMUSG00000082990	Gm14052	pseudogene
ENSMUSG00000085710	Gm12676	processed_transcript
ENSMUSG00000095167	Gm21881	protein_coding
ENSMUSG00000081229	Lamr1-ps1	pseudogene
ENSMUSG00000082499	Gm13615	pseudogene
ENSMUSG00000082683	Gm12697	pseudogene
ENSMUSG00000095760	Gm21892	protein_coding
ENSMUSG00000090468	Gm2840	protein_coding
ENSMUSG00000082922	Gm6939	pseudogene
ENSMUSG00000084159	Gm12696	pseudogene
ENSMUSG00000066180	Gm10155	pseudogene
ENSMUSG00000020430	Pes1	protein_coding
ENSMUSG00000030978	Rrm1	protein_coding
ENSMUSG00000057945	Gm17136	pseudogene
ENSMUSG00000082971	Gm13517	pseudogene
ENSMUSG00000057367	Birc2	protein_coding
ENSMUSG00000026696	Vamp4	protein_coding
ENSMUSG00000053886	Sh2d4a	protein_coding
ENSMUSG00000082119	Gm12659	pseudogene
ENSMUSG00000095650	Gm20854	protein_coding
ENSMUSG00000090559	Gm17137	pseudogene
ENSMUSG00000035161	Ints6	protein_coding
ENSMUSG00000032411	Tfdp2	protein_coding
ENSMUSG00000086254	3100003L05Rik	processed_transcript
ENSMUSG00000087040	Gm14033	lincRNA
ENSMUSG00000084286	Gm12658	pseudogene
ENSMUSG00000083469	Gm14281	pseudogene
ENSMUSG00000096187	Gm21785	protein_coding
ENSMUSG00000085892	Gm15339	lincRNA
ENSMUSG00000095306	Gm21807	protein_coding
ENSMUSG00000082301	Gm14032	pseudogene
ENSMUSG00000082681	Gm12675	pseudogene
ENSMUSG00000081422	Gm14282	pseudogene
ENSMUSG00000085899	Gm15338	sense_intronic
ENSMUSG00000096575	Gm21734	protein_coding
ENSMUSG00000020444	Guk1	protein_coding
ENSMUSG00000083684	Gm14034	pseudogene
ENSMUSG00000083801	Gm12673	pseudogene
ENSMUSG00000093832	Gm20856	protein_coding
ENSMUSG00000080742	Gm14035	pseudogene
ENSMUSG00000098129	Gm27040	antisense
ENSMUSG00000062391	4932435O22Rik	lincRNA
ENSMUSG00000096418	Gm21879	protein_coding
ENSMUSG00000082096	Gm13505	pseudogene
ENSMUSG00000028063	Lmna	protein_coding
ENSMUSG00000094036	Gm6465	protein_coding
ENSMUSG00000083287	Gm13502	pseudogene
ENSMUSG00000096671	Gm21824	protein_coding
ENSMUSG00000086822	5330413P13Rik	processed_transcript
ENSMUSG00000081548	Gm11692	pseudogene
ENSMUSG00000098160	Gm26974	processed_transcript
ENSMUSG00000021730	Hcn1	protein_coding
ENSMUSG00000030987	Stim1	protein_coding
ENSMUSG00000083132	Gm14422	pseudogene
ENSMUSG00000094660	Gm21394	protein_coding
ENSMUSG00000075431	Gm11691	lincRNA
ENSMUSG00000034493	4930556J24Rik	protein_coding
ENSMUSG00000082803	Gm14423	pseudogene
ENSMUSG00000086831	Gm14280	antisense
ENSMUSG00000087520	Gm14389	pseudogene
ENSMUSG00000095688	Gm21782	protein_coding
ENSMUSG00000091155	Serpine3	protein_coding
ENSMUSG00000085844	Gm11690	lincRNA
ENSMUSG00000073255	Gm14632	protein_coding
ENSMUSG00000027363	Usp8	protein_coding
ENSMUSG00000084230	Gm14388	pseudogene
ENSMUSG00000078600	1700092K14Rik	processed_transcript
ENSMUSG00000087524	Gm14285	antisense
ENSMUSG00000017165	Gast	protein_coding
ENSMUSG00000080716	Gm13503	pseudogene
ENSMUSG00000094469	Gm21380	protein_coding
ENSMUSG00000004637	Wwox	protein_coding
ENSMUSG00000028330	Ncbp1	protein_coding
ENSMUSG00000086942	Gm15489	antisense
ENSMUSG00000090308	Gm5174	protein_coding
ENSMUSG00000082472	Gm13501	pseudogene
ENSMUSG00000043448	Gjc2	protein_coding
ENSMUSG00000086135	1700001J04Rik	antisense
ENSMUSG00000095153	Gm21095	protein_coding
ENSMUSG00000089631	Gm16326	pseudogene
ENSMUSG00000085815	Gm13548	pseudogene
ENSMUSG00000058050	Gm9234	pseudogene
ENSMUSG00000094205	Gm8926	protein_coding
ENSMUSG00000090816	Gm6729	protein_coding
ENSMUSG00000020720	Psmd12	protein_coding
ENSMUSG00000095109	Gm21717	protein_coding
ENSMUSG00000086760	1700025D23Rik	lincRNA
ENSMUSG00000085118	Gm15774	antisense
ENSMUSG00000040525	Cblc	protein_coding
ENSMUSG00000062372	Otof	protein_coding
ENSMUSG00000073982	Rhog	protein_coding
ENSMUSG00000096125	Gm20864	protein_coding
ENSMUSG00000083090	Gm11736	pseudogene
ENSMUSG00000044141	E130201H02Rik	pseudogene
ENSMUSG00000022449	Adamts20	protein_coding
ENSMUSG00000094105	Gm8922	protein_coding
ENSMUSG00000044341	Gm5601	pseudogene
ENSMUSG00000023952	Gtpbp2	protein_coding
ENSMUSG00000098014	Gm26967	sense_intronic
ENSMUSG00000094857	Gm20863	protein_coding
ENSMUSG00000055159	4930583K01Rik	processed_transcript
ENSMUSG00000096552	Gm20862	protein_coding
ENSMUSG00000096326	Ighv1-78	IG_LV_gene
ENSMUSG00000020044	Timp3	protein_coding
ENSMUSG00000015733	Capza2	protein_coding
ENSMUSG00000003555	Cyp17a1	protein_coding
ENSMUSG00000095582	Gm21741	protein_coding
ENSMUSG00000035530	Eif1	protein_coding
ENSMUSG00000087621	1700003G18Rik	processed_transcript
ENSMUSG00000082116	Gm12188	pseudogene
ENSMUSG00000095726	Gm21802	protein_coding
ENSMUSG00000021743	Fezf2	protein_coding
ENSMUSG00000096452	Ighv1-77	IG_LV_gene
ENSMUSG00000030664	1110006G14Rik	antisense
ENSMUSG00000093896	Ighv1-76	IG_LV_gene
ENSMUSG00000096816	Gm21864	protein_coding
ENSMUSG00000035184	Fam124a	protein_coding
ENSMUSG00000083178	Gm12187	pseudogene
ENSMUSG00000095815	Gm21901	protein_coding
ENSMUSG00000086583	Gm15500	pseudogene
ENSMUSG00000096020	Ighv1-75	IG_LV_gene
ENSMUSG00000095921	Gm20849	protein_coding
ENSMUSG00000091087	Ighv8-14	IG_LV_gene
ENSMUSG00000026669	Mcm10	protein_coding
ENSMUSG00000094124	Gm16710	IG_LV_gene
ENSMUSG00000094629	Gm21344	protein_coding
ENSMUSG00000020432	Tcn2	protein_coding
ENSMUSG00000087475	4933406I18Rik	lincRNA
ENSMUSG00000094348	Gm21333	protein_coding
ENSMUSG00000041488	Stx3	protein_coding
ENSMUSG00000084153	Gm12186	pseudogene
ENSMUSG00000055298	Ctsj	protein_coding
ENSMUSG00000094209	Gm21825	protein_coding
ENSMUSG00000057610	Ighv1-73	protein_coding
ENSMUSG00000096724	Gm1989	pseudogene
ENSMUSG00000073257	Gm10488	protein_coding
ENSMUSG00000084984	1700006P19Rik	antisense
ENSMUSG00000098814	AC120404.1	IG_LV_gene
ENSMUSG00000037526	Atg14	protein_coding
ENSMUSG00000086245	Gm16170	processed_transcript
ENSMUSG00000096104	Gm21790	protein_coding
ENSMUSG00000021185	9030617O03Rik	protein_coding
ENSMUSG00000005667	Mthfd2	protein_coding
ENSMUSG00000076530	Igkv19-93	pseudogene
ENSMUSG00000026694	Mettl13	protein_coding
ENSMUSG00000082183	Gm15994	pseudogene
ENSMUSG00000094047	Gm21919	protein_coding
ENSMUSG00000026942	Traf2	protein_coding
ENSMUSG00000029290	Zfp326	protein_coding
ENSMUSG00000095549	Ighd5-1	IG_D_gene
ENSMUSG00000076733	Ighv8-13	IG_LV_gene
ENSMUSG00000048962	Rassf10	pseudogene
ENSMUSG00000035031	C8a	protein_coding
ENSMUSG00000093818	Ighd3-1	IG_D_gene
ENSMUSG00000033834	Tpbpa	protein_coding
ENSMUSG00000095067	Gm20801	protein_coding
ENSMUSG00000076630	Ighd1-1	IG_D_gene
ENSMUSG00000085945	2310014F06Rik	processed_transcript
ENSMUSG00000095399	Ighd6-1	IG_D_gene
ENSMUSG00000082454	Gm12183	pseudogene
ENSMUSG00000096548	Gm20912	protein_coding
ENSMUSG00000096568	Ighd2-3	IG_D_gene
ENSMUSG00000085049	A230071N21Rik	antisense
ENSMUSG00000096074	Ighv1-72	IG_LV_gene
ENSMUSG00000095444	Ighd2-4	IG_D_gene
ENSMUSG00000095750	Gm21829	protein_coding
ENSMUSG00000037536	Fbxo34	protein_coding
ENSMUSG00000096396	Ighd5-2	IG_D_gene
ENSMUSG00000044258	Ctla2a	protein_coding
ENSMUSG00000095441	Gm21282	protein_coding
ENSMUSG00000027994	Ccdc109b	protein_coding
ENSMUSG00000095897	Ighd2-5	IG_D_gene
ENSMUSG00000083460	Gm12182	pseudogene
ENSMUSG00000087160	Gm16336	antisense
ENSMUSG00000096778	Gm21722	protein_coding
ENSMUSG00000093876	Ighd5-3	IG_D_gene
ENSMUSG00000082250	Gm12181	pseudogene
ENSMUSG00000033111	3830406C13Rik	protein_coding
ENSMUSG00000060777	Gm10087	pseudogene
ENSMUSG00000095592	Ighd5-7	IG_D_gene
ENSMUSG00000094279	Gm20841	protein_coding
ENSMUSG00000034509	Mad2l1bp	protein_coding
ENSMUSG00000028412	Slc44a1	protein_coding
ENSMUSG00000096577	Ighv1-71	IG_LV_gene
ENSMUSG00000096250	Ighd2-6	IG_D_gene
ENSMUSG00000090855	Gm17219	pseudogene
ENSMUSG00000036918	Ttc7	protein_coding
ENSMUSG00000062705	Tpbpb	protein_coding
ENSMUSG00000049287	Iba57	protein_coding
ENSMUSG00000096884	Ighd5-4	IG_D_gene
ENSMUSG00000091117	Gm9064	pseudogene
ENSMUSG00000094268	Ighd5-8	IG_D_gene
ENSMUSG00000096032	Gm20791	protein_coding
ENSMUSG00000076632	Gm16968	IG_D_gene
ENSMUSG00000083159	Gm12180	pseudogene
ENSMUSG00000096301	Ighd6-2	IG_D_gene
ENSMUSG00000085407	1700095J03Rik	processed_transcript
ENSMUSG00000022439	Parvg	protein_coding
ENSMUSG00000094742	Gm21257	protein_coding
ENSMUSG00000094057	Ighd2-7	IG_D_gene
ENSMUSG00000076731	Ighv8-12	IG_LV_gene
ENSMUSG00000002980	Bcam	protein_coding
ENSMUSG00000094957	Ighd5-5	IG_D_gene
ENSMUSG00000081370	Gm9105	pseudogene
ENSMUSG00000095656	Ighd2-8	IG_D_gene
ENSMUSG00000094502	Ighv1-69	IG_LV_gene
ENSMUSG00000061975	Olfr492	pseudogene
ENSMUSG00000095578	Gm21760	protein_coding
ENSMUSG00000096420	Ighd5-6	IG_D_gene
ENSMUSG00000094552	Ighd3-2	IG_D_gene
ENSMUSG00000070411	Olfr485	pseudogene
ENSMUSG00000095084	Gm21873	protein_coding
ENSMUSG00000083954	Gm12179	pseudogene
ENSMUSG00000094028	Ighd4-1	IG_D_gene
ENSMUSG00000030990	Pgap2	protein_coding
ENSMUSG00000008874	Clec3a	protein_coding
ENSMUSG00000066245	Gm10156	pseudogene
ENSMUSG00000024683	Mrpl16	protein_coding
ENSMUSG00000095863	Ighv1-67	IG_LV_gene
ENSMUSG00000083671	Gm14304	pseudogene
ENSMUSG00000094207	Gm21248	protein_coding
ENSMUSG00000027867	Spag17	protein_coding
ENSMUSG00000057215	Gm15514	lincRNA
ENSMUSG00000081952	Gm12178	pseudogene
ENSMUSG00000045750	D830014E11Rik	protein_coding
ENSMUSG00000086261	Gm3765	pseudogene
ENSMUSG00000095114	Gm21242	protein_coding
ENSMUSG00000095519	Ighv1-66	IG_LV_gene
ENSMUSG00000073902	Gm1966	pseudogene
ENSMUSG00000081652	Gm14283	pseudogene
ENSMUSG00000041255	Tmco5b	protein_coding
ENSMUSG00000096369	Gm21823	protein_coding
ENSMUSG00000066752	Gm10176	protein_coding
ENSMUSG00000063286	Gm8995	pseudogene
ENSMUSG00000082792	Gm12176	pseudogene
ENSMUSG00000038770	Kpna7	protein_coding
ENSMUSG00000095170	Ighv8-11	IG_LV_gene
ENSMUSG00000094746	Gm20916	protein_coding
ENSMUSG00000024682	Gif	protein_coding
ENSMUSG00000053541	Gm4759	pseudogene
ENSMUSG00000082946	Gm12177	pseudogene
ENSMUSG00000095867	Gm20917	protein_coding
ENSMUSG00000094088	Ighv1-64	IG_LV_gene
ENSMUSG00000082188	Gm2768	pseudogene
ENSMUSG00000095457	Gm21911	pseudogene
ENSMUSG00000026821	Ralgds	protein_coding
ENSMUSG00000096203	Gm20919	protein_coding
ENSMUSG00000098945	RP23-362A12.1	pseudogene
ENSMUSG00000082818	Gm12175	pseudogene
ENSMUSG00000094739	Gm20806	protein_coding
ENSMUSG00000098934	RP23-142E18.4	pseudogene
ENSMUSG00000046844	Vat1l	protein_coding
ENSMUSG00000096672	Ighv1-63	IG_LV_gene
ENSMUSG00000025201	Bloc1s2-ps	pseudogene
ENSMUSG00000096266	Gm20808	protein_coding
ENSMUSG00000098987	RP23-142E18.5	pseudogene
ENSMUSG00000095117	Ighv8-9	IG_LV_gene
ENSMUSG00000048807	Slc35e4	protein_coding
ENSMUSG00000082132	Gm13541	pseudogene
ENSMUSG00000098426	RP23-142E18.1	pseudogene
ENSMUSG00000094045	Gm21198	protein_coding
ENSMUSG00000080776	Gm12174	pseudogene
ENSMUSG00000095649	Gm21884	pseudogene
ENSMUSG00000050912	Tmem123	protein_coding
ENSMUSG00000095090	Gm21658	protein_coding
ENSMUSG00000099276	RP23-142E18.6	pseudogene
ENSMUSG00000096767	Ighv1-62-3	IG_LV_gene
ENSMUSG00000099241	RP24-196H4.1	pseudogene
ENSMUSG00000085315	A430018G15Rik	processed_transcript
ENSMUSG00000096898	Gm20867	protein_coding
ENSMUSG00000093378	Gm20663	processed_transcript
ENSMUSG00000020744	Slc25a19	protein_coding
ENSMUSG00000080970	Gm12173	pseudogene
ENSMUSG00000083339	Gm11693	pseudogene
ENSMUSG00000076621	Ighj1	IG_J_gene
ENSMUSG00000062300	Pvrl2	protein_coding
ENSMUSG00000086513	9130208D14Rik	pseudogene
ENSMUSG00000073854	AI427809	protein_coding
ENSMUSG00000094647	Gm21650	protein_coding
ENSMUSG00000086447	Gm13522	antisense
ENSMUSG00000096078	Ighv1-62-2	IG_LV_gene
ENSMUSG00000078251	Gm16487	pseudogene
ENSMUSG00000074516	Gm10709	protein_coding
ENSMUSG00000047205	Dusp18	protein_coding
ENSMUSG00000028243	Ubxn2b	protein_coding
ENSMUSG00000090959	Ighv1-62-1	IG_LV_gene
ENSMUSG00000095179	Gm21638	protein_coding
ENSMUSG00000085421	4732490B19Rik	lincRNA
ENSMUSG00000094087	Ighv1-61	IG_LV_gene
ENSMUSG00000086414	Gm15645	pseudogene
ENSMUSG00000082044	Gm14284	pseudogene
ENSMUSG00000081158	Gm13521	pseudogene
ENSMUSG00000096491	Gm20859	protein_coding
ENSMUSG00000086329	Gm14233	processed_transcript
ENSMUSG00000029516	Cit	protein_coding
ENSMUSG00000022607	Ptk2	protein_coding
ENSMUSG00000081911	Mrps36-ps2	pseudogene
ENSMUSG00000087405	Gm14232	antisense
ENSMUSG00000080782	Gm13495	pseudogene
ENSMUSG00000093982	Gm21180	protein_coding
ENSMUSG00000083953	Gm14049	pseudogene
ENSMUSG00000039976	Tbc1d16	protein_coding
ENSMUSG00000086909	Gm4926	lincRNA
ENSMUSG00000094549	Gm21163	protein_coding
ENSMUSG00000087701	Gm13493	pseudogene
ENSMUSG00000097210	Fam160a2	lincRNA
ENSMUSG00000087259	2610035D17Rik	processed_transcript
ENSMUSG00000080989	Gm14048	pseudogene
ENSMUSG00000081484	Gm13492	pseudogene
ENSMUSG00000095197	Ighv1-59	IG_LV_gene
ENSMUSG00000096040	Gm21155	protein_coding
ENSMUSG00000068323	Slc4a5	protein_coding
ENSMUSG00000041885	Olfr680-ps1	pseudogene
ENSMUSG00000031767	Nudt7	protein_coding
ENSMUSG00000095889	Ighv1-58	IG_LV_gene
ENSMUSG00000094404	Gm21776	protein_coding
ENSMUSG00000086229	Gm4887	pseudogene
ENSMUSG00000020434	4921536K21Rik	protein_coding
ENSMUSG00000020624	4933434M16Rik	lincRNA
ENSMUSG00000027429	Sec23b	protein_coding
ENSMUSG00000082749	Rpl9-ps2	pseudogene
ENSMUSG00000051885	Olfr664	pseudogene
ENSMUSG00000096207	Gm20904	protein_coding
ENSMUSG00000022892	App	protein_coding
ENSMUSG00000095488	Ighv8-8	IG_LV_gene
ENSMUSG00000073919	Olfr663	pseudogene
ENSMUSG00000075437	Gm11681	lincRNA
ENSMUSG00000094862	Ighv1-56	IG_LV_gene
ENSMUSG00000093872	Gm21875	protein_coding
ENSMUSG00000018623	Mmp7	protein_coding
ENSMUSG00000081694	Olfr660-ps1	pseudogene
ENSMUSG00000095589	Ighv1-55	IG_LV_gene
ENSMUSG00000096843	Gm21111	protein_coding
ENSMUSG00000082084	Usp-ps	pseudogene
ENSMUSG00000087247	Fam150a	protein_coding
ENSMUSG00000093819	Gm21922	protein_coding
ENSMUSG00000086981	Gm12171	lincRNA
ENSMUSG00000095808	Gm20813	protein_coding
ENSMUSG00000094787	Ighv1-54	IG_LV_gene
ENSMUSG00000073929	Trim30e-ps1	pseudogene
ENSMUSG00000073741	4732440D04Rik	protein_coding
ENSMUSG00000095949	Gm21869	protein_coding
ENSMUSG00000081713	Gm12170	pseudogene
ENSMUSG00000009207	Lnp	protein_coding
ENSMUSG00000085566	A730017L22Rik	processed_transcript
ENSMUSG00000094505	Ighv8-6	IG_LV_gene
ENSMUSG00000021728	Emb	protein_coding
ENSMUSG00000083248	Gm6574	pseudogene
ENSMUSG00000093882	Gm21076	protein_coding
ENSMUSG00000089662	Gm14057	pseudogene
ENSMUSG00000082530	Gm12168	pseudogene
ENSMUSG00000082154	Gm16464	pseudogene
ENSMUSG00000094507	Gm21913	protein_coding
ENSMUSG00000093894	Ighv1-53	IG_LV_gene
ENSMUSG00000022538	Lsg1	protein_coding
ENSMUSG00000095204	Ighv1-52	IG_LV_gene
ENSMUSG00000036158	Prickle1	protein_coding
ENSMUSG00000024150	Mcfd2	protein_coding
ENSMUSG00000095378	Gm20805	protein_coding
ENSMUSG00000094645	Gm21715	protein_coding
ENSMUSG00000091423	Gm17509	protein_coding
ENSMUSG00000002984	Tomm40	protein_coding
ENSMUSG00000018620	Mmp20	protein_coding
ENSMUSG00000087175	Gm15133	antisense
ENSMUSG00000096754	Gm20902	protein_coding
ENSMUSG00000039753	Fbxl5	protein_coding
ENSMUSG00000086886	Gm15135	antisense
ENSMUSG00000096643	Gm21855	protein_coding
ENSMUSG00000076620	Ighj2	IG_J_gene
ENSMUSG00000081859	Olfr650-ps1	pseudogene
ENSMUSG00000096013	Gm21683	protein_coding
ENSMUSG00000083513	Olfr647-ps1	pseudogene
ENSMUSG00000021180	Rps6ka5	protein_coding
ENSMUSG00000096234	Gm20800	protein_coding
ENSMUSG00000025757	Hspa4l	protein_coding
ENSMUSG00000084236	Olfr637-ps1	pseudogene
ENSMUSG00000095173	Gm21766	protein_coding
ENSMUSG00000060029	4930473A02Rik	processed_transcript
ENSMUSG00000091903	Gm6460	protein_coding
ENSMUSG00000085014	Gm13490	lincRNA
ENSMUSG00000055621	Olfr636-ps1	pseudogene
ENSMUSG00000095679	Gm20848	protein_coding
ENSMUSG00000037104	Socs5	protein_coding
ENSMUSG00000020241	Col6a2	protein_coding
ENSMUSG00000082281	Gm4886	pseudogene
ENSMUSG00000095887	Gm10096	protein_coding
ENSMUSG00000096261	Gm20847	protein_coding
ENSMUSG00000082985	Gm14042	pseudogene
ENSMUSG00000040265	Dnm3	protein_coding
ENSMUSG00000021071	Trim9	protein_coding
ENSMUSG00000080751	Olfr634-ps1	pseudogene
ENSMUSG00000029656	C8b	protein_coding
ENSMUSG00000095598	Gm20846	protein_coding
ENSMUSG00000020067	Mypn	protein_coding
ENSMUSG00000083472	Gm13491	pseudogene
ENSMUSG00000083854	Dnajc19-ps	pseudogene
ENSMUSG00000071035	Gm5499	protein_coding
ENSMUSG00000095904	Gm21757	protein_coding
ENSMUSG00000085700	Hbb-bh0	pseudogene
ENSMUSG00000094142	Gm20844	protein_coding
ENSMUSG00000084334	Gm13494	pseudogene
ENSMUSG00000083216	Hbb-bh3	pseudogene
ENSMUSG00000055933	Gm97	protein_coding
ENSMUSG00000063550	Nup98	protein_coding
ENSMUSG00000083967	Gm15115	pseudogene
ENSMUSG00000096902	Gm20843	protein_coding
ENSMUSG00000086007	1700057H21Rik	lincRNA
ENSMUSG00000082077	Olfr260-ps1	pseudogene
ENSMUSG00000094453	Gm21880	protein_coding
ENSMUSG00000036816	Atoh7	protein_coding
ENSMUSG00000086523	Gm13499	lincRNA
ENSMUSG00000081038	Olfr626-ps1	pseudogene
ENSMUSG00000063611	Gm10134	protein_coding
ENSMUSG00000093837	Gm20842	protein_coding
